40.00292386,1754
40.01277157,1787
40.02261928,1806
40.032467,1732
40.04231471,1732
40.05216242,1796
40.06201013,1726
40.07185784,1770
40.08170556,1800
40.09155327,1757
40.10140098,1828
40.11124869,1891
40.1210964,1798
40.13094412,1792
40.14079183,1825
40.15063954,1755
40.16048725,1732
40.17033496,1744
40.18018268,1753
40.19003039,1769
40.1998781,1804
40.20972581,1838
40.21957353,1707
40.22942124,1713
40.23926895,1775
40.24911666,1785
40.25896437,1900
40.26881209,1793
40.2786598,1745
40.28850751,1730
40.29835522,1766
40.30820293,1837
40.31805065,1779
40.32789836,1810
40.33774607,1794
40.34759378,1805
40.35744149,1814
40.36728921,1776
40.37713692,1750
40.38698463,1787
40.39683234,1838
40.40668005,1789
40.41652777,1814
40.42637548,1795
40.43622319,1763
40.4460709,1813
40.45591861,1851
40.46576633,1861
40.47561404,1740
40.48546175,1833
40.49530946,1750
40.50515717,1838
40.51500489,1801
40.5248526,1838
40.53470031,1850
40.54454802,1859
40.55439573,1806
40.56424345,1840
40.57409116,1828
40.58393887,1803
40.59378658,1808
40.60363429,1786
40.61348201,1869
40.62332972,1778
40.63317743,1766
40.64302514,1853
40.65287285,1759
40.66272057,1805
40.67256828,1740
40.68241599,1831
40.6922637,1784
40.70211141,1764
40.71195913,1733
40.72180684,1812
40.73165455,1833
40.74150226,1802
40.75134997,1861
40.76119769,1829
40.7710454,1825
40.78089311,1808
40.79074082,1778
40.80058853,1882
40.81043625,1797
40.82028396,1759
40.83013167,1752
40.83997938,1874
40.84982709,1832
40.85967481,1801
40.86952252,1771
40.87937023,1867
40.88921794,1811
40.89906565,1836
40.90891337,1853
40.91876108,1899
40.92860879,1829
40.9384565,1849
40.94830421,1849
40.95815193,1798
40.96799964,1876
40.97784735,1932
40.98769506,1863
40.99754278,1972
41.00739049,1862
41.0172382,1870
41.02708591,1860
41.03693362,1938
41.04678134,1803
41.05662905,1900
41.06647676,1946
41.07632447,1949
41.08617218,1863
41.0960199,1893
41.10586761,1938
41.11571532,1966
41.12556303,1910
41.13541074,1951
41.14525846,1927
41.15510617,1891
41.16495388,1946
41.17480159,2009
41.1846493,1990
41.19449702,1880
41.20434473,1950
41.21419244,2064
41.22404015,1936
41.23388786,1973
41.24373558,2005
41.25358329,2009
41.263431,1987
41.27327871,1946
41.28312642,1914
41.29297414,1939
41.30282185,1946
41.31266956,1925
41.32251727,1960
41.33236498,1941
41.3422127,1983
41.35206041,1889
41.36190812,1984
41.37175583,1948
41.38160354,1981
41.39145126,1911
41.40129897,1899
41.41114668,1853
41.42099439,1896
41.4308421,1917
41.44068982,1866
41.45053753,1931
41.46038524,1886
41.47023295,1965
41.48008066,1945
41.48992838,1881
41.49977609,1878
41.5096238,1826
41.51947151,1904
41.52931922,1876
41.53916694,1835
41.54901465,1894
41.55886236,1915
41.56871007,1883
41.57855778,1902
41.5884055,1851
41.59825321,1816
41.60810092,1878
41.61794863,1850
41.62779634,1862
41.63764406,1911
41.64749177,1828
41.65733948,1876
41.66718719,1902
41.6770349,1878
41.68688262,1911
41.69673033,1838
41.70657804,1824
41.71642575,1822
41.72627347,1813
41.73612118,1882
41.74596889,1781
41.7558166,1880
41.76566431,1902
41.77551203,1851
41.78535974,1858
41.79520745,1867
41.80505516,1869
41.81490287,1900
41.82475059,1825
41.8345983,1823
41.84444601,1821
41.85429372,1876
41.86414143,1913
41.87398915,1877
41.88383686,1889
41.89368457,1822
41.90353228,1840
41.91337999,1826
41.92322771,1885
41.93307542,1916
41.94292313,1909
41.95277084,1905
41.96261855,1868
41.97246627,1857
41.98231398,1937
41.99216169,1900
42.0020094,1875
42.01185711,1861
42.02170483,1926
42.03155254,1910
42.04140025,1880
42.05124796,1940
42.06109567,1882
42.07094339,1871
42.0807911,1821
42.09063881,1888
42.10048652,1910
42.11033423,1843
42.12018195,1834
42.13002966,1915
42.13987737,1881
42.14972508,1914
42.15957279,1875
42.16942051,1815
42.17926822,1875
42.18911593,1945
42.19896364,1854
42.20881135,1838
42.21865907,1890
42.22850678,1917
42.23835449,1843
42.2482022,1936
42.25804991,1970
42.26789763,1868
42.27774534,1843
42.28759305,1867
42.29744076,1886
42.30728847,1856
42.31713619,1872
42.3269839,1843
42.33683161,1863
42.34667932,1816
42.35652703,1948
42.36637475,1861
42.37622246,1916
42.38607017,1925
42.39591788,1975
42.40576559,1876
42.41561331,1803
42.42546102,1894
42.43530873,1926
42.44515644,1889
42.45500415,1935
42.46485187,1881
42.47469958,1899
42.48454729,1909
42.494395,1880
42.50424272,1889
42.51409043,1857
42.52393814,1949
42.53378585,1929
42.54363356,1903
42.55348128,1884
42.56332899,1840
42.5731767,1995
42.58302441,1899
42.59287212,1826
42.60271984,1949
42.61256755,1945
42.62241526,1865
42.63226297,1876
42.64211068,1913
42.6519584,2011
42.66180611,1957
